,distance,consumption,status,type
6386,246199,0,used,electric
6387,47279,2,young,car
6388,146332,4,used,car
6389,110160,3,used,car
6390,262014,3,old,car
6391,8683,3,young,car
6392,74755,13,young,truck
6393,132344,6,used,car
6394,282161,11,old,truck
6395,175139,11,used,truck
6396,150780,1,used,electric
6397,67282,6,young,car
6398,115166,9,used,car
6399,9507,7,young,car
6400,282687,16,old,truck
6401,41320,18,young,truck
6402,99498,14,young,truck
6403,232201,2,used,car
6404,75886,6,young,car
6405,63017,7,young,car
6406,157498,2,used,car
6407,252821,18,old,truck
6408,270225,7,old,car
6409,185239,14,used,truck
6410,40543,16,young,truck
6411,288999,1,old,electric
6412,81093,12,young,truck
6413,48947,7,young,car
6414,40970,2,young,car
6415,11070,19,young,truck
6416,151938,6,used,car
6417,91280,13,young,truck
6418,232454,11,used,truck
6419,86655,2,young,car
6420,235432,16,used,truck
6421,81788,1,young,electric
6422,202940,2,used,car
6423,297159,5,old,car
6424,23848,11,young,truck
6425,82950,8,young,car
6426,37373,9,young,car
6427,188764,6,used,car
6428,200788,11,used,truck
6429,204553,4,used,car
6430,57514,18,young,truck
6431,219939,13,used,truck
6432,133228,0,used,electric
6433,236949,7,used,car
6434,39578,4,young,car
6435,187330,16,used,truck
6436,184154,9,used,car
6437,217256,8,used,car
6438,116691,7,used,car
6439,257149,3,old,car
6440,39421,17,young,truck
6441,282909,2,old,car
6442,192642,17,used,truck
6443,30054,12,young,truck
6444,72446,11,young,truck
6445,242762,1,used,electric
6446,55016,15,young,truck
6447,11387,9,young,car
6448,230263,6,used,car
6449,267108,18,old,truck
6450,252792,6,old,car
6451,137766,11,used,truck
6452,5952,6,young,car
6453,286967,15,old,truck
6454,137614,14,used,truck
6455,287372,8,old,car
6456,212362,0,used,electric
6457,139923,4,used,car
6458,44831,15,young,truck
6459,268836,17,old,truck
6460,254483,14,old,truck
6461,21357,14,young,truck
6462,264340,4,old,car
6463,225156,14,used,truck
6464,154834,16,used,truck
6465,192511,19,used,truck
6466,270094,18,old,truck
6467,288812,17,old,truck
6468,69041,14,young,truck
6469,100429,12,used,truck
6470,1224,14,young,truck
6471,42233,5,young,car
6472,234868,16,used,truck
6473,267737,17,old,truck
6474,211503,14,used,truck
6475,139846,3,used,car
6476,183828,1,used,electric
6477,113953,18,used,truck
6478,218577,19,used,truck
6479,9237,14,young,truck
6480,100021,3,used,car
6481,31275,11,young,truck
6482,247519,4,used,car
6483,225680,7,used,car
6484,259857,15,old,truck
6485,55368,9,young,car
6486,137916,15,used,truck
6487,136824,9,used,car
6488,104827,15,used,truck
6489,165957,13,used,truck
6490,90007,7,young,car
6491,46656,12,young,truck
6492,288966,9,old,car
6493,162767,10,used,car
6494,248456,4,used,car
6495,353,4,young,car
6496,70885,2,young,car
6497,171058,2,used,car
6498,19860,1,young,electric
6499,238968,4,used,car
6500,222450,16,used,truck
6501,259213,6,old,car
6502,34088,14,young,truck
6503,30510,13,young,truck
6504,280259,11,old,truck
6505,245586,15,used,truck
6506,150608,19,used,truck
6507,80771,1,young,electric
6508,187677,17,used,truck
6509,260279,5,old,car
6510,242297,5,used,car
6511,254697,12,old,truck
6512,265155,16,old,truck
6513,84484,2,young,car
6514,260694,12,old,truck
6515,128772,6,used,car
6516,106683,4,used,car
6517,106484,0,used,electric
6518,122759,0,used,electric
6519,114565,5,used,car
6520,26030,0,young,electric
6521,230741,9,used,car
6522,187676,5,used,car
6523,251355,7,old,car
6524,251429,16,old,truck
6525,48395,12,young,truck
6526,160364,9,used,car
6527,130768,9,used,car
6528,68955,14,young,truck
6529,225163,14,used,truck
6530,172294,7,used,car
6531,201604,5,used,car
6532,275869,4,old,car
6533,189950,8,used,car
6534,225878,4,used,car
6535,87179,18,young,truck
6536,175103,18,used,truck
6537,19343,7,young,car
6538,115926,8,used,car
6539,252324,2,old,car
6540,156302,14,used,truck
6541,260881,7,old,car
6542,23932,1,young,electric
6543,152099,3,used,car
6544,240809,5,used,car
6545,296859,12,old,truck
6546,284545,6,old,car
6547,59648,4,young,car
6548,63937,19,young,truck
6549,194871,16,used,truck
6550,46914,18,young,truck
6551,103797,18,used,truck
6552,126718,1,used,electric
6553,199915,6,used,car
6554,223223,12,used,truck
6555,96787,6,young,car
6556,258249,0,old,electric
6557,215128,11,used,truck
6558,231754,17,used,truck
6559,41293,6,young,car
6560,276922,3,old,car
6561,148622,17,used,truck
6562,138335,9,used,car
6563,179097,16,used,truck
6564,84002,12,young,truck
6565,144910,19,used,truck
6566,181082,14,used,truck
6567,244371,15,used,truck
6568,114109,16,used,truck
6569,113780,6,used,car
6570,4727,0,young,electric
6571,273646,4,old,car
6572,92177,6,young,car
6573,230186,2,used,car
6574,229781,18,used,truck
6575,144647,12,used,truck
6576,284881,13,old,truck
6577,68492,18,young,truck
6578,117167,6,used,car
6579,217650,19,used,truck
6580,2051,8,young,car
6581,241333,6,used,car
6582,281679,14,old,truck
6583,221527,4,used,car
6584,39122,12,young,truck
6585,292535,18,old,truck
6586,187518,6,used,car
6587,35341,1,young,electric
6588,176576,0,used,electric
6589,137984,12,used,truck
6590,20469,9,young,car
6591,158659,9,used,car
6592,203274,9,used,car
6593,31094,6,young,car
6594,27029,4,young,car
6595,45961,14,young,truck
6596,201568,3,used,car
6597,173425,13,used,truck
6598,281415,17,old,truck
6599,229279,2,used,car
6600,251065,16,old,truck
6601,282488,7,old,car
6602,27301,6,young,car
6603,121294,2,used,car
6604,257682,6,old,car
6605,227495,1,used,electric
6606,299680,2,old,car
6607,227375,4,used,car
6608,144788,13,used,truck
6609,24880,11,young,truck
6610,9008,16,young,truck
6611,226046,5,used,car
6612,262900,19,old,truck
6613,45338,10,young,car
6614,107134,6,used,car
6615,182937,18,used,truck
6616,270331,11,old,truck
6617,226102,16,used,truck
6618,206651,18,used,truck
6619,284162,19,old,truck
6620,115995,14,used,truck
6621,65498,15,young,truck
6622,83523,19,young,truck
6623,123018,6,used,car
6624,170766,5,used,car
6625,113271,1,used,electric
6626,122185,10,used,car
6627,91018,19,young,truck
6628,13767,11,young,truck
6629,258804,1,old,electric
6630,218453,17,used,truck
6631,100077,17,used,truck
6632,271146,18,old,truck
6633,275157,19,old,truck
6634,180411,10,used,car
6635,218832,6,used,car
6636,282670,12,old,truck
6637,149966,16,used,truck
6638,69153,5,young,car
6639,23453,4,young,car
6640,185863,0,used,electric
6641,36712,6,young,car
6642,31566,15,young,truck
6643,91510,3,young,car
6644,61677,13,young,truck
6645,37912,15,young,truck
6646,191380,6,used,car
6647,67918,8,young,car
6648,136815,7,used,car
6649,290170,13,old,truck
6650,134626,7,used,car
6651,135033,3,used,car
6652,69739,14,young,truck
6653,46511,17,young,truck
6654,260374,9,old,car
6655,25236,4,young,car
6656,189770,0,used,electric
6657,84690,5,young,car
6658,33240,19,young,truck
6659,187318,2,used,car
6660,66350,5,young,car
6661,174195,16,used,truck
6662,86359,11,young,truck
6663,61631,2,young,car
6664,3077,16,young,truck
6665,217283,16,used,truck
6666,204187,15,used,truck
6667,155124,12,used,truck
6668,279029,16,old,truck
6669,128777,8,used,car
6670,138840,1,used,electric
6671,270474,16,old,truck
6672,98831,2,young,car
6673,201212,17,used,truck
6674,279005,12,old,truck
6675,96779,6,young,car
6676,62713,15,young,truck
6677,121125,3,used,car
6678,32392,5,young,car
6679,221066,11,used,truck
6680,174378,2,used,car
6681,238032,6,used,car
6682,121307,0,used,electric
6683,240573,14,used,truck
6684,103281,9,used,car
6685,76309,2,young,car
6686,55023,7,young,car
6687,119067,9,used,car
6688,48804,12,young,truck
6689,229244,9,used,car
6690,153580,10,used,car
6691,861,12,young,truck
6692,42054,4,young,car
6693,44368,16,young,truck
6694,29146,17,young,truck
6695,194261,0,used,electric
6696,239035,1,used,electric
6697,102553,4,used,car
6698,299908,17,old,truck
6699,18945,1,young,electric
6700,203398,4,used,car
6701,93265,2,young,car
6702,224541,11,used,truck
6703,128364,7,used,car
6704,200233,14,used,truck
6705,101909,9,used,car
6706,188704,16,used,truck
6707,220144,4,used,car
6708,228212,9,used,car
6709,128796,13,used,truck
6710,296172,14,old,truck
6711,199248,18,used,truck
6712,247015,2,used,car
6713,178235,19,used,truck
6714,118676,8,used,car
6715,175815,8,used,car
6716,125461,3,used,car
6717,122003,0,used,electric
6718,188782,0,used,electric
6719,130363,18,used,truck
6720,84182,16,young,truck
6721,23558,9,young,car
6722,177959,4,used,car
6723,297131,14,old,truck
6724,218107,12,used,truck
6725,42086,12,young,truck
6726,226478,8,used,car
6727,287073,11,old,truck
6728,204565,9,used,car
6729,104164,19,used,truck
6730,160115,6,used,car
6731,277391,19,old,truck
6732,149196,17,used,truck
6733,148375,5,used,car
6734,99568,0,young,electric
6735,125530,2,used,car
6736,99163,4,young,car
6737,111359,2,used,car
6738,62858,14,young,truck
6739,269447,11,old,truck
6740,82032,2,young,car
6741,112350,17,used,truck
6742,66916,7,young,car
6743,79124,17,young,truck
6744,249787,19,used,truck
6745,111327,17,used,truck
6746,11237,18,young,truck
6747,258040,10,old,car
6748,197343,12,used,truck
6749,218389,0,used,electric
6750,32043,18,young,truck
6751,287727,16,old,truck
6752,153001,8,used,car
6753,43610,7,young,car
6754,120184,0,used,electric
6755,155254,6,used,car
6756,83574,10,young,car
6757,139054,5,used,car
6758,101722,14,used,truck
6759,197242,1,used,electric
6760,161969,0,used,electric
6761,97218,14,young,truck
6762,50369,11,young,truck
6763,134816,3,used,car
6764,24937,13,young,truck
6765,135691,0,used,electric
6766,199065,3,used,car
6767,230304,12,used,truck
6768,191410,0,used,electric
6769,280226,9,old,car
6770,124827,10,used,car
6771,130869,1,used,electric
6772,36028,15,young,truck
6773,274684,13,old,truck
6774,87061,13,young,truck
6775,230926,18,used,truck
6776,69403,12,young,truck
6777,288799,2,old,car
6778,155761,18,used,truck
6779,162532,1,used,electric
6780,147955,5,used,car
6781,176710,8,used,car
6782,186935,13,used,truck
6783,199199,9,used,car
6784,118468,17,used,truck
6785,60555,6,young,car
6786,15855,5,young,car
6787,232757,2,used,car
6788,181002,12,used,truck
6789,170063,15,used,truck
6790,237228,3,used,car
6791,159864,19,used,truck
6792,160668,13,used,truck
6793,227809,13,used,truck
6794,232868,2,used,car
6795,116914,4,used,car
6796,154886,5,used,car
6797,105930,16,used,truck
6798,263185,15,old,truck
6799,133604,2,used,car
6800,105024,18,used,truck
6801,159713,7,used,car
6802,79887,16,young,truck
6803,257241,10,old,car
6804,276954,8,old,car
6805,105000,8,used,car
6806,295534,15,old,truck
6807,80882,14,young,truck
6808,252348,0,old,electric
6809,209574,0,used,electric
6810,88389,16,young,truck
6811,3521,1,young,electric
6812,35703,18,young,truck
6813,61569,2,young,car
6814,71806,4,young,car
6815,279635,8,old,car
6816,187276,10,used,car
6817,80581,0,young,electric
6818,234430,0,used,electric
6819,178651,0,used,electric
6820,199210,14,used,truck
6821,298109,16,old,truck
6822,249356,0,used,electric
6823,218102,7,used,car
6824,217064,3,used,car
6825,78146,5,young,car
6826,62946,17,young,truck
6827,89506,2,young,car
6828,232455,18,used,truck
6829,43002,19,young,truck
6830,262997,17,old,truck
6831,200839,19,used,truck
6832,286237,4,old,car
6833,196244,0,used,electric
6834,12488,4,young,car
6835,256019,6,old,car
6836,106956,0,used,electric
6837,231694,12,used,truck
6838,132639,7,used,car
6839,252366,4,old,car
6840,246661,15,used,truck
6841,178087,5,used,car
6842,2317,9,young,car
6843,225510,5,used,car
6844,47879,0,young,electric
6845,208472,6,used,car
6846,246741,0,used,electric
6847,73340,2,young,car
6848,186157,5,used,car
6849,50888,14,young,truck
6850,219942,8,used,car
6851,107015,14,used,truck
6852,5518,0,young,electric
6853,145034,7,used,car
6854,62019,6,young,car
6855,235095,8,used,car
6856,243439,11,used,truck
6857,120333,2,used,car
6858,289441,3,old,car
6859,277636,13,old,truck
6860,235173,8,used,car
6861,177291,1,used,electric
6862,159843,6,used,car
6863,21830,8,young,car
6864,213970,19,used,truck
6865,107759,5,used,car
6866,254070,13,old,truck
6867,44928,0,young,electric
6868,97213,12,young,truck
6869,295960,13,old,truck
6870,264003,16,old,truck
6871,153602,17,used,truck
6872,123652,12,used,truck
6873,188432,19,used,truck
6874,78876,9,young,car
6875,4810,3,young,car
6876,551,17,young,truck
6877,199913,6,used,car
6878,198036,15,used,truck
6879,196669,14,used,truck
6880,260570,0,old,electric
6881,87944,12,young,truck
6882,84277,15,young,truck
6883,199196,2,used,car
6884,269496,15,old,truck
6885,236321,13,used,truck
6886,172487,6,used,car
6887,177150,8,used,car
6888,247513,3,used,car
6889,29887,1,young,electric
6890,167546,13,used,truck
6891,246961,3,used,car
6892,143103,18,used,truck
6893,95342,10,young,car
6894,253306,1,old,electric
6895,150984,19,used,truck
6896,29607,14,young,truck
6897,2741,6,young,car
6898,183443,9,used,car
6899,21666,11,young,truck
6900,282937,0,old,electric
6901,56818,2,young,car
6902,199650,14,used,truck
6903,49724,14,young,truck
6904,286579,2,old,car
6905,138797,7,used,car
6906,164146,13,used,truck
6907,262680,3,old,car
6908,247755,12,used,truck
6909,163023,4,used,car
6910,191835,5,used,car
6911,166898,17,used,truck
6912,114782,7,used,car
6913,11757,13,young,truck
6914,99682,19,young,truck
6915,11181,0,young,electric
6916,120213,4,used,car
6917,290238,19,old,truck
6918,127067,6,used,car
6919,14142,0,young,electric
6920,45303,2,young,car
6921,8444,16,young,truck
6922,276003,17,old,truck
6923,163848,9,used,car
6924,4403,16,young,truck
6925,8387,4,young,car
6926,258148,8,old,car
6927,42926,18,young,truck
6928,284437,11,old,truck
6929,95851,1,young,electric
6930,296090,16,old,truck
6931,7568,15,young,truck
6932,275951,9,old,car
6933,228910,0,used,electric
6934,165507,10,used,car
6935,75203,5,young,car
6936,82646,12,young,truck
6937,135769,8,used,car
6938,93909,15,young,truck
6939,16621,3,young,car
6940,41871,1,young,electric
6941,131518,16,used,truck
6942,269336,14,old,truck
6943,8406,18,young,truck
6944,54491,0,young,electric
6945,277588,15,old,truck
6946,17923,17,young,truck
6947,85480,4,young,car
6948,295524,12,old,truck
6949,47756,5,young,car
6950,185136,8,used,car
6951,39739,19,young,truck
6952,116686,13,used,truck
6953,221774,11,used,truck
6954,260791,16,old,truck
6955,249860,19,used,truck
6956,292431,9,old,car
6957,125366,2,used,car
6958,2736,13,young,truck
6959,70319,19,young,truck
6960,273926,12,old,truck
6961,145054,17,used,truck
6962,238958,15,used,truck
6963,63979,11,young,truck
6964,17178,6,young,car
6965,129550,4,used,car
6966,238565,12,used,truck
6967,39978,18,young,truck
6968,46804,5,young,car
6969,235004,12,used,truck
6970,18971,16,young,truck
6971,144270,12,used,truck
6972,290130,4,old,car
6973,218599,14,used,truck
6974,77536,19,young,truck
6975,249670,4,used,car
6976,241170,11,used,truck
6977,4585,3,young,car
6978,64390,2,young,car
6979,296601,2,old,car
6980,229334,1,used,electric
6981,282106,19,old,truck
6982,100657,19,used,truck
6983,97130,9,young,car
6984,226609,6,used,car
6985,149000,8,used,car
6986,203053,0,used,electric
6987,37127,12,young,truck
6988,17465,1,young,electric
6989,75214,3,young,car
6990,51855,10,young,car
6991,103668,6,used,car
6992,61994,6,young,car
6993,65303,17,young,truck
6994,48721,1,young,electric
6995,39332,4,young,car
6996,108007,5,used,car
6997,193177,18,used,truck
6998,235718,3,used,car
6999,169742,8,used,car
7000,170071,8,used,car
7001,77947,12,young,truck
7002,135708,11,used,truck
7003,274373,6,old,car
7004,89304,10,young,car
7005,48863,0,young,electric
7006,217255,2,used,car
7007,161560,11,used,truck
7008,96241,6,young,car
7009,103080,13,used,truck
7010,201747,7,used,car
7011,289411,5,old,car
7012,237284,0,used,electric
7013,124421,1,used,electric
7014,240456,15,used,truck
7015,116819,14,used,truck
7016,280458,8,old,car
7017,135392,1,used,electric
7018,158547,12,used,truck
7019,59061,18,young,truck
7020,117651,11,used,truck
7021,268796,8,old,car
7022,145409,3,used,car
7023,228800,11,used,truck
7024,61304,14,young,truck
7025,171928,17,used,truck
7026,227888,8,used,car
7027,234140,3,used,car
7028,261677,8,old,car
7029,4243,19,young,truck
7030,194593,14,used,truck
7031,32123,11,young,truck
7032,144870,13,used,truck
7033,134050,8,used,car
7034,247844,1,used,electric
7035,27711,11,young,truck
7036,118237,3,used,car
7037,64720,8,young,car
7038,106513,18,used,truck
7039,242624,11,used,truck
7040,13758,14,young,truck
7041,251638,15,old,truck
7042,161160,6,used,car
7043,270058,15,old,truck
7044,109592,5,used,car
7045,248868,12,used,truck
7046,127800,5,used,car
7047,273227,19,old,truck
7048,192812,2,used,car
7049,173492,9,used,car
7050,272913,0,old,electric
7051,214397,2,used,car
7052,109307,2,used,car
7053,68125,8,young,car
7054,55636,1,young,electric
7055,85593,2,young,car
7056,234171,3,used,car
7057,136522,19,used,truck
7058,183295,19,used,truck
7059,273099,2,old,car
7060,25700,4,young,car
7061,33853,17,young,truck
7062,174493,6,used,car
7063,76190,17,young,truck
7064,179486,4,used,car
7065,22871,18,young,truck
7066,84353,1,young,electric
7067,276248,8,old,car
7068,99295,13,young,truck
7069,208860,3,used,car
7070,278833,19,old,truck
7071,291810,2,old,car
7072,3073,0,young,electric
7073,268531,14,old,truck
7074,22572,0,young,electric
7075,267149,15,old,truck
7076,279764,15,old,truck
7077,95000,16,young,truck
7078,171079,3,used,car
7079,228178,8,used,car
7080,52248,2,young,car
7081,228085,2,used,car
7082,276457,11,old,truck
7083,87704,18,young,truck
7084,230506,14,used,truck
7085,185696,15,used,truck
7086,285941,1,old,electric
7087,5310,14,young,truck
7088,63655,7,young,car
7089,258750,0,old,electric
7090,201881,2,used,car
7091,233344,5,used,car
7092,15277,14,young,truck
7093,158273,14,used,truck
7094,245559,14,used,truck
